src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.114.3,10.0.248.174,TCP,65428,443,36,78156,25.44,SYN,Heartbleed
192.168.205.82,10.0.119.236,ICMP,15344,2709,24,7776,205.32,ACK,Normal
192.168.207.254,10.0.195.2,TCP,28420,4860,75,14250,194.56,FIN,Normal
192.168.133.226,10.0.102.135,TCP,36066,7500,186,45942,27.41,SYN,Normal
192.168.96.6,10.0.149.209,UDP,13141,2300,137,46854,271.52,-,Normal
192.168.49.106,10.0.52.165,ICMP,54781,3369,96,32064,161.18,FIN,Normal
192.168.240.86,10.0.75.78,HTTP,45281,3796,89,43966,119.83,ACK,Normal
192.168.154.215,10.0.211.225,UDP,31546,4734,199,57710,208.88,SYN,Normal
192.168.166.39,10.0.206.47,HTTP,52913,3231,157,39878,158.95,SYN,Normal
192.168.25.42,10.0.203.85,TCP,56986,443,11,29854,190.5,-,Heartbleed
192.168.44.201,10.0.83.44,TCP,57164,6823,66,14586,234.53,SYN,Normal
192.168.190.92,10.0.136.68,HTTP,27145,6602,195,49725,225.4,-,Normal
192.168.75.127,10.0.251.24,TCP,19971,443,19,55765,103.55,FIN,Heartbleed
192.168.48.136,10.0.185.72,TCP,59721,443,16,39472,151.11,SYN,Heartbleed
192.168.43.26,10.0.13.120,HTTP,64996,6325,112,20496,191.69,ACK,Normal
192.168.48.17,10.0.151.238,ICMP,29163,382,84,21588,164.11,FIN,Normal
192.168.56.88,10.0.166.102,TCP,16084,443,46,72542,224.07,FIN,Heartbleed
192.168.16.28,10.0.203.55,TCP,63335,443,14,27328,178.84,PSH,Heartbleed
192.168.147.208,10.0.253.22,TCP,50266,443,30,82620,89.06,SYN,Heartbleed
192.168.218.143,10.0.122.4,UDP,54707,7332,99,21384,105.23,FIN,Normal
192.168.113.245,10.0.40.175,ICMP,23943,7579,22,2266,175.47,FIN,Normal
192.168.75.4,10.0.1.35,TCP,40605,443,33,35079,37.85,FIN,Heartbleed
192.168.142.38,10.0.175.158,TCP,11716,931,165,80850,124.62,FIN,Normal
192.168.95.21,10.0.171.118,TCP,21631,443,10,27500,205.55,ACK,Heartbleed
192.168.16.11,10.0.246.33,ICMP,7053,1867,59,19647,159.93,SYN,Normal
192.168.128.134,10.0.232.20,ICMP,26803,5478,139,49762,167.74,FIN,Normal
192.168.105.95,10.0.170.2,HTTP,45091,4225,136,48008,242.78,-,Normal
192.168.101.205,10.0.145.55,TCP,35848,443,47,128075,235.75,SYN,Heartbleed
192.168.144.95,10.0.21.21,UDP,14660,5279,139,10981,16.91,ACK,Normal
192.168.130.34,10.0.240.246,TCP,34787,443,11,26037,229.47,-,Heartbleed
192.168.48.230,10.0.189.37,TCP,10376,443,24,38400,116.09,-,Heartbleed
192.168.71.118,10.0.198.183,TCP,20275,4090,11,3993,153.04,FIN,Normal
192.168.247.1,10.0.55.17,TCP,27204,443,42,47124,181.07,-,Heartbleed
192.168.239.86,10.0.220.127,ICMP,8098,3705,169,83486,146.59,FIN,Normal
