src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.125.89,10.0.184.60,HTTP,45080,80,45,60210,125.08,ACK,XSS
192.168.205.86,10.0.74.168,UDP,10509,5769,101,46460,238.62,SYN,Normal
192.168.179.173,10.0.11.61,UDP,56381,7581,33,10494,168.2,-,Normal
192.168.80.2,10.0.120.17,TCP,53083,4042,83,26560,178.36,ACK,Normal
192.168.75.155,10.0.229.117,UDP,28430,846,152,26296,91.51,SYN,Normal
192.168.154.210,10.0.253.17,HTTP,7865,80,24,23592,274.14,ACK,XSS
192.168.180.104,10.0.149.63,HTTP,60345,80,42,43134,294.25,PSH,XSS
192.168.173.102,10.0.237.237,UDP,34221,299,162,76626,108.7,SYN,Normal
192.168.2.234,10.0.41.252,UDP,55443,2997,120,29160,232.95,FIN,Normal
192.168.91.103,10.0.177.26,UDP,34193,185,93,27621,4.36,SYN,Normal
192.168.235.241,10.0.181.99,HTTP,58351,6611,13,4680,4.06,PSH,Normal
192.168.134.217,10.0.42.245,HTTP,12068,80,11,11649,142.37,PSH,XSS
192.168.210.51,10.0.82.161,HTTP,26536,80,37,39590,279.04,PSH,XSS
192.168.98.168,10.0.25.129,HTTP,35080,80,39,38922,288.1,-,XSS
192.168.198.17,10.0.25.174,UDP,59462,4830,161,74060,89.41,-,Normal
192.168.52.246,10.0.3.135,UDP,49695,4778,31,5704,275.28,-,Normal
192.168.242.162,10.0.118.175,HTTP,59136,80,25,25900,49.47,SYN,XSS
192.168.151.24,10.0.105.45,HTTP,52211,612,36,13500,226.26,ACK,Normal
192.168.217.81,10.0.114.45,HTTP,8188,5435,104,40560,248.05,FIN,Normal
192.168.212.177,10.0.97.68,HTTP,19863,80,9,4653,133.5,-,XSS
192.168.222.73,10.0.241.29,ICMP,21335,2543,195,87555,52.91,SYN,Normal
192.168.203.251,10.0.68.137,HTTP,6747,868,13,4836,246.31,SYN,Normal
192.168.185.21,10.0.197.96,HTTP,5422,80,44,51568,30.32,FIN,XSS
192.168.145.133,10.0.177.35,HTTP,54645,80,40,35280,152.33,PSH,XSS
192.168.166.177,10.0.91.246,HTTP,17812,80,26,30004,262.16,ACK,XSS
192.168.129.174,10.0.98.169,HTTP,49203,80,41,54653,54.29,ACK,XSS
192.168.182.206,10.0.49.42,ICMP,25226,1800,150,51000,123.5,ACK,Normal
192.168.234.234,10.0.96.169,HTTP,10740,445,180,80820,9.4,-,Normal
192.168.166.69,10.0.220.221,HTTP,16173,80,5,6195,278.3,PSH,XSS
192.168.37.183,10.0.17.8,HTTP,23731,80,23,14053,239.13,PSH,XSS
