src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.114.229,10.0.242.103,HTTP,15643,80,1159,578341,147.12,ACK,DoS Slowloris
192.168.216.151,10.0.152.148,ICMP,12127,5654,173,67297,172.52,ACK,Normal
192.168.95.75,10.0.20.227,HTTP,45591,6300,191,74681,223.25,SYN,Normal
192.168.38.154,10.0.20.166,HTTP,36934,80,1376,338496,163.64,-,DoS Slowloris
192.168.176.131,10.0.218.102,HTTP,52031,4747,62,10788,245.33,PSH,Normal
192.168.40.184,10.0.8.56,HTTP,21358,80,636,372060,228.06,PSH,DoS Slowloris
192.168.41.154,10.0.13.82,TCP,15509,160,97,30070,135.59,SYN,Normal
192.168.244.67,10.0.158.92,HTTP,60485,5971,191,37245,299.83,PSH,Normal
192.168.63.52,10.0.137.78,HTTP,55406,5254,107,51895,108.0,SYN,Normal
192.168.42.132,10.0.79.223,HTTP,34320,395,15,7365,101.78,ACK,Normal
192.168.239.52,10.0.243.24,ICMP,53792,7362,186,19902,22.17,ACK,Normal
192.168.146.246,10.0.233.105,HTTP,53818,5413,34,11492,259.38,FIN,Normal
192.168.14.128,10.0.22.172,ICMP,62888,6010,38,18886,220.92,SYN,Normal
192.168.97.74,10.0.248.193,TCP,56578,5921,102,43962,155.98,ACK,Normal
192.168.147.140,10.0.161.137,TCP,46657,5136,150,50550,46.8,-,Normal
192.168.87.24,10.0.100.7,HTTP,18894,80,1249,640737,116.46,ACK,DoS Slowloris
192.168.245.189,10.0.110.20,HTTP,55974,7321,41,2296,136.29,ACK,Normal
192.168.201.234,10.0.251.95,ICMP,3937,6570,8,1688,295.52,ACK,Normal
192.168.155.30,10.0.121.197,HTTP,50442,80,1124,569868,133.07,PSH,DoS Slowloris
192.168.28.248,10.0.27.221,HTTP,64804,2045,85,14365,79.45,-,Normal
192.168.216.32,10.0.50.117,HTTP,53642,4819,116,14152,25.65,SYN,Normal
192.168.129.11,10.0.54.164,HTTP,26716,80,1463,734426,108.38,PSH,DoS Slowloris
192.168.121.201,10.0.15.163,HTTP,33733,80,862,239636,119.19,-,DoS Slowloris
192.168.99.32,10.0.49.71,HTTP,6681,80,696,337560,43.94,FIN,DoS Slowloris
192.168.206.149,10.0.27.32,UDP,21160,6441,108,48060,272.23,ACK,Normal
192.168.220.212,10.0.231.196,HTTP,37053,7077,9,1980,178.4,-,Normal
192.168.182.16,10.0.57.151,TCP,40443,2270,117,43290,37.48,FIN,Normal
