src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.33.43,10.0.113.70,UDP,52122,694,16,544,86.58,-,PortScan
192.168.7.10,10.0.200.251,UDP,50975,635,168,44016,214.28,FIN,Normal
192.168.197.69,10.0.130.111,TCP,50475,581,4,120,246.96,FIN,PortScan
192.168.111.49,10.0.37.88,HTTP,56082,4821,47,9682,124.73,FIN,Normal
192.168.181.110,10.0.123.85,UDP,50019,365,17,969,9.95,SYN,PortScan
192.168.45.186,10.0.85.108,UDP,65093,293,13,793,117.4,PSH,PortScan
192.168.48.163,10.0.248.73,TCP,29963,935,5,420,174.77,ACK,PortScan
192.168.214.22,10.0.94.216,TCP,30336,220,5,485,162.94,PSH,PortScan
192.168.219.118,10.0.39.27,TCP,7094,2925,153,8109,272.85,SYN,Normal
192.168.25.84,10.0.24.37,ICMP,38495,4667,98,17444,4.91,-,Normal
192.168.209.232,10.0.118.119,HTTP,40826,59,6,762,288.66,-,Normal
192.168.0.215,10.0.200.177,UDP,26382,784,12,816,189.68,FIN,PortScan
192.168.183.123,10.0.65.120,HTTP,26960,804,8,248,77.74,PSH,PortScan
192.168.233.92,10.0.218.203,HTTP,60206,132,17,595,97.73,PSH,PortScan
192.168.136.200,10.0.37.119,ICMP,49398,632,7,693,258.9,SYN,PortScan
192.168.165.62,10.0.87.245,TCP,18033,397,2,110,262.79,FIN,PortScan
