src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.0.211,10.0.1.87,HTTP,23079,3652,139,156514,128.17,-,Infiltration
192.168.18.57,10.0.193.210,UDP,9392,5619,296,280608,210.34,-,Infiltration
192.168.234.181,10.0.192.230,HTTP,27593,7498,46,15870,188.92,PSH,Normal
192.168.11.227,10.0.43.84,HTTP,15607,5760,196,19404,10.36,PSH,Normal
192.168.42.212,10.0.228.62,ICMP,2457,1869,87,131718,200.16,PSH,Infiltration
192.168.214.204,10.0.223.107,ICMP,39072,4638,148,37592,66.99,FIN,Normal
192.168.174.12,10.0.17.112,TCP,59799,3409,264,155496,70.8,PSH,Infiltration
192.168.13.84,10.0.252.104,ICMP,24483,7884,200,388800,19.99,ACK,Infiltration
192.168.94.204,10.0.155.245,HTTP,26858,3899,35,7490,189.64,FIN,Normal
192.168.218.31,10.0.162.79,HTTP,16977,1108,163,29014,283.45,-,Normal
192.168.176.58,10.0.144.47,UDP,50286,4756,64,22400,108.09,PSH,Normal
192.168.234.27,10.0.139.128,TCP,35243,293,184,198168,68.74,-,Infiltration
192.168.62.148,10.0.166.9,TCP,14629,7796,160,197920,252.12,FIN,Infiltration
192.168.99.77,10.0.166.128,TCP,41496,7989,80,17840,243.14,PSH,Normal
192.168.70.73,10.0.229.56,ICMP,6665,4977,147,15288,73.67,-,Normal
192.168.230.151,10.0.217.61,ICMP,54902,1790,25,2850,289.57,ACK,Normal
192.168.126.120,10.0.188.143,HTTP,16911,7203,133,42028,206.76,FIN,Normal
192.168.15.251,10.0.204.148,ICMP,15533,4803,218,235658,51.72,ACK,Infiltration
192.168.203.2,10.0.121.146,ICMP,56934,7278,216,231768,82.2,FIN,Infiltration
192.168.16.142,10.0.60.196,ICMP,31055,4906,152,12464,198.81,PSH,Normal
192.168.215.211,10.0.86.73,HTTP,28709,2877,223,292799,293.0,FIN,Infiltration
192.168.144.240,10.0.126.15,UDP,9018,1445,179,47435,130.97,ACK,Normal
192.168.98.11,10.0.214.132,ICMP,55087,6487,63,60984,6.8,FIN,Infiltration
192.168.86.207,10.0.198.192,HTTP,16688,4647,167,279057,229.65,SYN,Infiltration
192.168.66.14,10.0.61.16,UDP,3121,6075,138,41952,91.64,FIN,Normal
192.168.212.237,10.0.31.36,TCP,13152,5479,92,5060,179.43,PSH,Normal
192.168.242.152,10.0.75.66,TCP,21727,7589,204,146880,196.82,-,Infiltration
192.168.128.136,10.0.233.30,ICMP,35472,7622,75,85650,297.85,ACK,Infiltration
192.168.77.113,10.0.229.152,TCP,14646,6014,156,268788,87.91,-,Infiltration
192.168.232.91,10.0.222.140,UDP,49660,3681,15,825,62.69,SYN,Normal
192.168.115.1,10.0.81.174,UDP,12503,5917,135,19305,68.74,SYN,Normal
192.168.37.94,10.0.130.200,UDP,50738,5379,36,9756,124.49,-,Normal
192.168.136.58,10.0.144.191,ICMP,63484,2613,56,11704,129.59,SYN,Normal
192.168.109.121,10.0.110.120,UDP,48296,5035,130,36790,30.89,ACK,Normal
192.168.135.34,10.0.252.162,ICMP,30572,4712,195,366405,241.89,PSH,Infiltration
192.168.46.15,10.0.223.223,UDP,32822,7562,132,13596,197.34,PSH,Normal
192.168.50.113,10.0.238.88,ICMP,28504,7504,41,13407,195.08,PSH,Normal
192.168.139.122,10.0.255.12,ICMP,11221,7544,6,2178,7.16,FIN,Normal
192.168.124.37,10.0.218.210,UDP,11320,6559,107,30281,204.58,ACK,Normal
192.168.144.83,10.0.236.99,ICMP,49524,5940,262,356582,105.3,FIN,Infiltration
192.168.84.100,10.0.30.157,UDP,34754,2403,231,428043,105.24,SYN,Infiltration
192.168.47.208,10.0.236.110,ICMP,20023,5478,185,162245,5.02,-,Infiltration
192.168.117.87,10.0.234.143,UDP,14946,4968,93,72354,218.04,SYN,Infiltration
192.168.248.11,10.0.49.11,UDP,26431,1230,280,479360,174.12,SYN,Infiltration
192.168.49.204,10.0.252.132,TCP,65180,5018,91,16107,119.31,PSH,Normal
192.168.114.248,10.0.164.206,TCP,38134,6450,97,185173,98.22,SYN,Infiltration
192.168.10.12,10.0.2.18,HTTP,63938,5149,243,269487,169.35,SYN,Infiltration
192.168.228.87,10.0.9.224,UDP,32673,6017,118,139240,1.5,ACK,Infiltration
192.168.232.160,10.0.164.70,ICMP,17959,4527,226,286342,248.62,ACK,Infiltration
192.168.186.106,10.0.54.163,TCP,33173,3859,28,11480,284.15,FIN,Normal
192.168.1.163,10.0.38.238,TCP,1204,6722,113,145883,150.23,FIN,Infiltration
192.168.19.187,10.0.110.164,TCP,25651,2902,181,289781,298.35,-,Infiltration
192.168.214.62,10.0.9.127,ICMP,20673,1315,70,107730,239.97,PSH,Infiltration
192.168.195.59,10.0.6.85,UDP,26198,3934,91,41314,115.68,PSH,Normal
192.168.39.209,10.0.249.225,HTTP,55616,522,37,14171,19.57,FIN,Normal
192.168.158.2,10.0.59.223,UDP,34771,1842,115,185955,270.71,ACK,Infiltration
192.168.222.233,10.0.32.149,TCP,41144,1746,271,384820,172.39,PSH,Infiltration
192.168.118.110,10.0.35.221,TCP,29613,2419,115,31280,93.87,ACK,Normal
192.168.226.49,10.0.36.186,UDP,20105,5664,199,54526,64.24,ACK,Normal
192.168.163.120,10.0.151.142,TCP,15115,4062,71,7952,57.54,FIN,Normal
192.168.234.172,10.0.226.218,HTTP,11192,3498,152,70832,147.03,ACK,Normal
192.168.252.221,10.0.17.195,TCP,22190,3212,239,428527,255.37,PSH,Infiltration
192.168.205.217,10.0.66.238,ICMP,34718,4649,291,558429,14.54,PSH,Infiltration
192.168.53.114,10.0.85.164,HTTP,7539,5836,215,200380,88.68,SYN,Infiltration
192.168.37.108,10.0.30.93,TCP,62062,111,104,75192,171.41,SYN,Infiltration
192.168.235.108,10.0.2.157,TCP,10675,4045,239,281781,298.13,FIN,Infiltration
