src_ip,dst_ip,protocol,src_port,dst_port,packets,bytes,duration,flags,attack_type
192.168.233.247,10.0.47.26,ICMP,27159,3115,116,6844,25.25,SYN,Normal
192.168.154.135,10.0.73.16,TCP,11457,7267,836,674652,255.37,FIN,Botnet
192.168.175.208,10.0.165.111,HTTP,42202,6239,407,343915,165.75,FIN,Botnet
192.168.220.242,10.0.56.140,UDP,26208,7629,57,5301,240.82,-,Normal
192.168.190.42,10.0.3.58,UDP,58971,7870,68,32096,201.02,ACK,Normal
192.168.17.211,10.0.109.248,TCP,13094,5639,352,322080,56.26,FIN,Botnet
192.168.155.228,10.0.227.32,ICMP,60862,2282,164,44772,221.46,-,Normal
192.168.192.192,10.0.4.101,ICMP,10518,3047,76,10944,198.09,FIN,Normal
192.168.208.239,10.0.239.63,TCP,64355,1971,148,67784,94.95,FIN,Botnet
192.168.107.199,10.0.223.119,HTTP,27452,507,132,15444,177.72,-,Normal
192.168.153.191,10.0.98.178,HTTP,65077,7006,866,386236,150.0,-,Botnet
192.168.10.159,10.0.133.114,UDP,15785,236,689,422357,101.32,-,Botnet
192.168.226.202,10.0.193.28,TCP,54387,1007,107,7276,239.44,-,Normal
192.168.21.151,10.0.76.105,UDP,28237,819,177,22125,172.74,ACK,Normal
192.168.173.72,10.0.42.101,TCP,30932,3682,359,228683,257.3,ACK,Botnet
192.168.178.197,10.0.220.15,HTTP,62070,2933,568,291384,152.67,SYN,Botnet
192.168.20.46,10.0.136.93,ICMP,51680,4728,919,540372,46.13,-,Botnet
192.168.47.81,10.0.70.65,HTTP,11812,3086,991,527212,91.94,PSH,Botnet
192.168.113.197,10.0.63.22,TCP,22688,2583,141,60771,106.81,PSH,Botnet
192.168.83.23,10.0.117.138,ICMP,34781,6891,116,50344,43.92,FIN,Normal
192.168.148.153,10.0.154.220,TCP,30403,7555,872,632200,201.52,PSH,Botnet
192.168.183.30,10.0.14.129,HTTP,22594,7066,200,85800,249.57,ACK,Normal
192.168.187.89,10.0.55.21,TCP,28821,5390,990,692010,82.01,FIN,Botnet
192.168.39.155,10.0.95.200,UDP,42498,49,168,34608,238.71,PSH,Normal
192.168.240.174,10.0.206.25,UDP,60092,688,182,22568,129.0,PSH,Normal
192.168.34.38,10.0.171.84,UDP,22443,1648,180,34560,271.41,SYN,Normal
192.168.43.174,10.0.227.196,TCP,28930,7760,55,16445,168.85,ACK,Normal
192.168.35.106,10.0.5.143,ICMP,21117,2758,214,186394,130.71,ACK,Botnet
192.168.91.242,10.0.236.104,TCP,63205,5546,65,23530,214.81,SYN,Normal
192.168.138.61,10.0.189.179,TCP,54649,807,77,25949,78.85,PSH,Normal
192.168.109.84,10.0.81.155,UDP,14370,4877,66,32208,289.69,ACK,Normal
192.168.193.71,10.0.79.216,TCP,13627,4503,451,159654,58.69,PSH,Botnet
192.168.124.124,10.0.47.181,ICMP,47269,2162,59,12449,4.95,SYN,Normal
192.168.27.116,10.0.179.163,TCP,52470,7206,139,62689,48.19,PSH,Normal
